chrX	Liftoff	gene	758424	822722	.	-	.	ID=gene-Picalm-l1;Dbxref=GeneID:111814600;Name=Picalm-l1;origin=rename;copy_num_ID=gene-LOC111814600_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814600;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	1369954	1374495	.	+	.	ID=gene-Lage3-l1;Dbxref=GeneID:111814599;Name=Lage3-l1;origin=rename;copy_num_ID=gene-LOC111814599_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814599;gene_biotype=protein_coding;partial=true;sequence_ID=1.0;start_range=.,44456;valid_ORFs=0
chrX	Liftoff	gene	1495147	1496085	.	-	.	ID=gene-Or5ar1;Dbxref=GeneID:101565594;Name=Or5ar1;origin=rename;copy_num_ID=gene-LOC101565594_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101565594;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	1968485	1980313	.	-	.	ID=gene-Opn1mw;Dbxref=GeneID:101586087;Name=Opn1mw;origin=rename;copy_num_ID=gene-LOC101586087_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101586087;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1
chrX	Liftoff	gene	2722202	2725222	.	-	.	ID=gene-Pwwp4;Dbxref=GeneID:105744064;Name=Pwwp4;origin=rename;copy_num_ID=gene-LOC105744064_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105744064;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1
chrX	Liftoff	gene	2792001	2793320	.	+	.	ID=gene-Pnma5;Dbxref=GeneID:101577589;Name=Pnma5;origin=rename;copy_num_ID=gene-LOC101577589_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101577589;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1
chrX	Liftoff	gene	2819933	2821387	.	-	.	ID=gene-Dcaf12l2-l1;Dbxref=GeneID:101575928;Name=Dcaf12l2-l1;origin=rename;copy_num_ID=gene-LOC101575928_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575928;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1
chrX	Liftoff	gene	2858299	2859524	.	+	.	ID=gene-Pnma5-l1;Dbxref=GeneID:101574391;Name=Pnma5-l1;origin=rename;copy_num_ID=gene-LOC101574391_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574391;gene_biotype=protein_coding;partial=true;sequence_ID=0.999;start_range=.,2242;valid_ORFs=0
chrX	Liftoff	gene	3595062	3595832	.	+	.	ID=gene-Magea10;Dbxref=GeneID:101584522;Name=Magea10;origin=rename;copy_num_ID=gene-LOC101584522_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101584522;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1
chrX	Liftoff	gene	3634070	3635155	.	+	.	ID=gene-Magea10-l1;Dbxref=GeneID:101584911;Name=Magea10-l1;origin=rename;copy_num_ID=gene-LOC101584911_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101584911;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	3843458	3844472	.	-	.	ID=gene-Magea10-l2;Dbxref=GeneID:101585207;Name=Magea10-l2;origin=rename;copy_num_ID=gene-LOC101585207_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101585207;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1
chrX	Liftoff	gene	4285742	4286482	.	+	.	ID=gene-Magea10-l3;Dbxref=GeneID:101587287;Name=Magea10-l3;origin=rename;copy_num_ID=gene-LOC101587287_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101587287;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1
chrX	Liftoff	gene	5867224	5867985	.	-	.	ID=gene-Mageb16-l1;Dbxref=GeneID:101590446;Name=Mageb16-l1;origin=rename;copy_num_ID=gene-LOC101590446_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101590446;gene_biotype=protein_coding;sequence_ID=0.990;valid_ORFs=1
chrX	Liftoff	gene	6927810	6928817	.	+	.	ID=gene-Magea4;Dbxref=GeneID:105743873;Name=Magea4;origin=rename;copy_num_ID=gene-LOC105743873_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105743873;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1
chrX	Liftoff	gene	7034315	7035136	.	+	.	ID=gene-Magea10-l4;Dbxref=GeneID:101582399;Name=Magea10-l4;origin=rename;copy_num_ID=gene-LOC101582399_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101582399;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1
chrX	Liftoff	gene	7158654	7159415	.	-	.	ID=gene-Magea11-l1;Dbxref=GeneID:101581237;Name=Magea11-l1;origin=rename;copy_num_ID=gene-LOC101581237_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101581237;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	7257104	7257862	.	-	.	ID=gene-Magea10-l5;Dbxref=GeneID:101580834;Name=Magea10-l5;origin=rename;copy_num_ID=gene-LOC101580834_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101580834;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	7319876	7320832	.	-	.	ID=gene-Magea4-l1;Dbxref=GeneID:101580439;Name=Magea4-l1;origin=rename;copy_num_ID=gene-LOC101580439_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101580439;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1
chrX	Liftoff	gene	7423360	7424118	.	+	.	ID=gene-Magea10-l6;Dbxref=GeneID:101580038;Name=Magea10-l6;origin=rename;copy_num_ID=gene-LOC101580038_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101580038;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1
chrX	Liftoff	gene	7477649	7478488	.	-	.	ID=gene-Magea4-l2;Dbxref=GeneID:101579652;Name=Magea4-l2;origin=rename;copy_num_ID=gene-LOC101579652_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101579652;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1
chrX	Liftoff	gene	7567046	7567909	.	-	.	ID=gene-Magea11-l2;Dbxref=GeneID:101578861;Name=Magea11-l2;origin=rename;copy_num_ID=gene-LOC101578861_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101578861;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=1
chrX	Liftoff	gene	7630752	7631615	.	-	.	ID=gene-Magea4-l3;Dbxref=GeneID:101578465;Name=Magea4-l3;origin=rename;copy_num_ID=gene-LOC101578465_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101578465;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1
chrX	Liftoff	gene	7662456	7663472	.	-	.	ID=gene-Magea4-l4;Dbxref=GeneID:101578071;Name=Magea4-l4;origin=rename;copy_num_ID=gene-LOC101578071_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101578071;gene_biotype=protein_coding;sequence_ID=0.982;valid_ORFs=1
chrX	Liftoff	gene	7723441	7724202	.	+	.	ID=gene-Mageb16;Dbxref=GeneID:101577666;Name=Mageb16;origin=rename;copy_num_ID=gene-LOC101577666_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101577666;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1
chrX	Liftoff	gene	7900603	7901349	.	+	.	ID=gene-Magea10-l7;Dbxref=GeneID:101576438;Name=Magea10-l7;origin=rename;copy_num_ID=gene-LOC101576438_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101576438;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	8088263	8089024	.	+	.	ID=gene-Magea8;Dbxref=GeneID:101576043;Name=Magea8;origin=rename;copy_num_ID=gene-LOC101576043_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101576043;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1
chrX	Liftoff	gene	8186677	8187423	.	+	.	ID=gene-Magea11;Dbxref=GeneID:111813309;Name=Magea11;origin=rename;copy_num_ID=gene-LOC111813309_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111813309;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1
chrX	Liftoff	gene	8274552	8275571	.	+	.	ID=gene-Magea11-l3;Dbxref=GeneID:101575263;Name=Magea11-l3;origin=rename;copy_num_ID=gene-LOC101575263_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575263;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	8527992	8528756	.	+	.	ID=gene-Magea10-l8;Dbxref=GeneID:101574074;Name=Magea10-l8;origin=rename;copy_num_ID=gene-LOC101574074_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574074;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	8554017	8554973	.	+	.	ID=gene-Magea11-l4;Dbxref=GeneID:101573683;Name=Magea11-l4;origin=rename;copy_num_ID=gene-LOC101573683_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101573683;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	8573190	8573933	.	+	.	ID=gene-Magea11-l5;Dbxref=GeneID:101573283;Name=Magea11-l5;origin=rename;copy_num_ID=gene-LOC101573283_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101573283;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1
chrX	Liftoff	gene	12026973	12056056	.	-	.	ID=gene-Ell2-l1;Dbxref=GeneID:101588738;Name=Ell2-l1;origin=rename;copy_num_ID=gene-LOC101588738_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101588738;gene_biotype=protein_coding;sequence_ID=0.975;valid_ORFs=1
chrX	Liftoff	gene	15539893	15540936	.	+	.	ID=gene-Mageb4;Dbxref=GeneID:101564295;Name=Mageb4;origin=rename;copy_num_ID=gene-LOC101564295_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101564295;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	19021103	19024768	.	+	.	ID=gene-Magea10-l9;Dbxref=GeneID:101575825;Name=Magea10-l9;origin=rename;copy_num_ID=gene-LOC101575825_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575825;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1
chrX	Liftoff	gene	20226846	20227901	.	-	.	ID=gene-Magea10-l10;Dbxref=GeneID:101581707;Name=Magea10-l10;origin=rename;copy_num_ID=gene-LOC101581707_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101581707;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1
chrX	Liftoff	gene	20892657	20896693	.	+	.	ID=gene-Tpx2-l2;Dbxref=GeneID:101583692;Name=Tpx2-l2;origin=rename;copy_num_ID=gene-LOC101583692_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101583692;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=0
chrX	Liftoff	gene	21340539	21341789	.	-	.	ID=gene-Hapstr2;Dbxref=GeneID:101570478;Name=Hapstr2;origin=rename;copy_num_ID=gene-LOC101570478_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101570478;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1
chrX	AUGUSTUS	gene	25804048	25810577	.	+	.	ID=gene-Rbmx;Name=Rbmx;origin=replace
chrX	Liftoff	gene	27063488	27123001	.	-	.	ID=gene-Ints6l;Dbxref=GeneID:101574725;Name=Ints6l;origin=rename;copy_num_ID=gene-LOC101574725_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574725;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=3
chrX	Liftoff	gene	39806928	39808171	.	+	.	ID=gene-Ap1ar-l1;Dbxref=GeneID:101570830;Name=Ap1ar-l1;origin=rename;copy_num_ID=gene-LOC101570830_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101570830;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=2
chrX	Liftoff	gene	40984756	40985593	.	-	.	ID=gene-Rab1a-l1;Dbxref=GeneID:101571231;Name=Rab1a-l1;origin=rename;copy_num_ID=gene-LOC101571231_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101571231;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1
chrX	Liftoff	gene	45364153	45366754	.	+	.	ID=gene-Gja1-l1;Dbxref=GeneID:101576744;Name=Gja1-l1;origin=rename;copy_num_ID=gene-LOC101576744_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101576744;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1
chrX	Liftoff	gene	49670284	49673572	.	+	.	ID=gene-Acbd5-l1;Dbxref=GeneID:101564805;Name=Acbd5-l1;origin=rename;copy_num_ID=gene-LOC101564805_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101564805;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	51564575	51572676	.	-	.	ID=gene-Rhox13;Dbxref=GeneID:101561236;Name=Rhox13;origin=rename;copy_num_ID=gene-LOC101561236_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101561236;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=3
chrX	Liftoff	gene	52296050	52358356	.	+	.	ID=gene-Akap17b;Dbxref=GeneID:101592282;Name=Akap17b;origin=rename;copy_num_ID=gene-LOC101592282_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101592282;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1
chrX	Liftoff	gene	52774696	52775465	.	+	.	ID=gene-Ak6-l1;Dbxref=GeneID:101590308;Name=Ak6-l1;origin=rename;copy_num_ID=gene-LOC101590308_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101590308;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1
chrX	Liftoff	gene	54561259	54561612	.	-	.	ID=gene-H2ab1-l1;Dbxref=GeneID:101587162;Name=H2ab1-l1;origin=rename;copy_num_ID=gene-LOC101587162_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101587162;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chrX	Liftoff	gene	55849808	55850950	.	-	.	ID=gene-Ap2b1-l1;Dbxref=GeneID:101574005;Name=Ap2b1-l1;origin=rename;copy_num_ID=gene-LOC101574005_0;coverage=1.0;end_range=853523,.;extra_copy_number=0;gbkey=Gene;gene=LOC101574005;gene_biotype=protein_coding;partial=true;sequence_ID=0.997;valid_ORFs=0
chrX	Liftoff	gene	57064119	57073831	.	+	.	ID=gene-Ssrp1-l1;Dbxref=GeneID:101561175;Name=Ssrp1-l1;origin=rename;copy_num_ID=gene-LOC101561175_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=LOC101561175;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=0
chrX	Liftoff	gene	59038972	59040319	.	-	.	ID=gene-Eif2b4-l1;Dbxref=GeneID:101564755;Name=Eif2b4-l1;origin=rename;copy_num_ID=gene-LOC101564755_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101564755;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1
