chrX	AUGUSTUS	gene	21879167	21939973	.	+	.	ID=gene-Mcf2;Name=Mcf2;origin=replace
chrX	AUGUSTUS	gene	135243012	135248881	.	+	.	ID=gene-Elk1;Name=Elk1;origin=replace
chr1	gmst	gene	22714175	22838073	.	+	.	ID=gene-Ascc1;Name=Ascc1;origin=replace
chr1	AUGUSTUS	gene	38824393	38858508	.	+	.	ID=gene-Rpp30;Name=Rpp30;origin=replace
chr1	AUGUSTUS	gene	59506707	59576341	.	+	.	ID=gene-Ngef;Name=Ngef;origin=replace
chr1	AUGUSTUS	gene	73870462	74084059	.	+	.	ID=gene-Tns1;Name=Tns1;origin=replace
chr1	AUGUSTUS	gene	173210455	173242951	.	-	.	ID=gene-Cotl1;Name=Cotl1;origin=replace
chr2	AUGUSTUS	gene	30114427	30149584	.	-	.	ID=gene-Prkd2;Name=Prkd2;origin=replace
chr2	AUGUSTUS	gene	30543714	30621708	.	+	.	ID=gene-Sae1;Name=Sae1;origin=replace
chr2	gmst	gene	43553351	43567247	.	+	.	ID=gene-Znf470;Name=Znf470;origin=replace
chr2	AUGUSTUS	gene	56945857	57214003	.	+	.	ID=gene-Nme7;Name=Nme7;origin=replace
chr3	AUGUSTUS	gene	6864594	6890614	.	+	.	ID=gene-Ern2;Name=Ern2;origin=replace
chr3	AUGUSTUS	gene	6887163	6897712	.	-	.	ID=gene-Plk1;Name=Plk1;origin=replace
chr3	AUGUSTUS	gene	60622126	60741645	.	-	.	ID=gene-Cast;Name=Cast;origin=replace
chr3	AUGUSTUS	gene	62899417	63274384	.	+	.	ID=gene-Kiaa0825;Name=Kiaa0825;origin=replace
chr3	gmst	gene	91984889	92761639	.	+	.	ID=gene-Adgrb3;Name=Adgrb3;origin=replace
chr3	gmst	gene	122908274	122937267	.	+	.	ID=gene-Tcf3;Name=Tcf3;origin=replace
chr3	AUGUSTUS	gene	140966860	141001940	.	+	.	ID=gene-Jag1;Name=Jag1;origin=replace
chr4	AUGUSTUS	gene	41935796	42174832	.	-	.	ID=gene-Efcab6;Name=Efcab6;origin=replace
chr4	Liftoff	gene	46919356	46924344	.	-	.	ID=gene-Tymp;Dbxref=GeneID:101568102;Name=Tymp;origin=liftoff;copy_num_ID=gene-Tymp_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Tymp;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1
chr4	AUGUSTUS	gene	84166692	84185238	.	-	.	ID=gene-Stip1;Name=Stip1;origin=replace
chr4	AUGUSTUS	gene	86377275	86530826	.	+	.	ID=gene-Ercc6l2;Name=Ercc6l2;origin=replace
chr5	AUGUSTUS	gene	16233142	16358499	.	-	.	ID=gene-Dpysl2;Name=Dpysl2;origin=replace
chr5	AUGUSTUS	gene	20392128	20496613	.	-	.	ID=gene-Xpo7;Name=Xpo7;origin=replace
chr5	AUGUSTUS	gene	28311687	28769487	.	-	.	ID=gene-Spock3;Name=Spock3;origin=replace
chr5	AUGUSTUS	gene	43256885	43747200	.	+	.	ID=gene-Tenm3;Name=Tenm3;origin=replace
chr5	AUGUSTUS	gene	131863734	131888696	.	-	.	ID=gene-Spart;Name=Spart;origin=replace
chr6	gmst	gene	12524417	13076438	.	-	.	ID=gene-Bbs9;Name=Bbs9;origin=replace
chr6	gmst	gene	133246650	133276837	.	+	.	ID=gene-Znf248;Name=Znf248;origin=replace
chr7	AUGUSTUS	gene	24525123	24910092	.	+	.	ID=gene-Myo1d;Name=Myo1d;origin=replace
chr7	AUGUSTUS	gene	24920751	24969163	.	-	.	ID=gene-Psmd11;Name=Psmd11;origin=replace
chr7	Liftoff	gene	41505869	41531022	.	-	.	ID=gene-Myh4;Dbxref=GeneID:101582028;Name=Myh4;origin=liftoff;copy_num_ID=gene-Myh4_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Myh4;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1
chr7	AUGUSTUS	gene	42796791	43221509	.	+	.	ID=gene-Dnah9;Name=Dnah9;origin=replace
chr7	AUGUSTUS	gene	116836395	117121527	.	-	.	ID=gene-Uggt2;Name=Uggt2;origin=replace
chr8	AUGUSTUS	gene	57246612	57294489	.	+	.	ID=gene-Chd8;Name=Chd8;origin=replace
chr8	gmst	gene	107437669	107490340	.	-	.	ID=gene-Fmo4;Name=Fmo4;origin=replace
chr8	AUGUSTUS	gene	125824886	125951420	.	-	.	ID=gene-Tmem63a;Name=Tmem63a;origin=replace
chr9	AUGUSTUS	gene	101161217	101414472	.	+	.	ID=gene-Aldh1a1;Name=Aldh1a1;origin=replace
chr10	AUGUSTUS	gene	2336352	2614216	.	+	.	ID=gene-Piezo2;Name=Piezo2;origin=replace
chr10	AUGUSTUS	gene	81009441	81102969	.	+	.	ID=gene-Parp4;Name=Parp4;origin=replace
chr10	AUGUSTUS	gene	109999291	110046878	.	+	.	ID=gene-Rad17;Name=Rad17;origin=replace
chr11	AUGUSTUS	gene	11335864	11381186	.	-	.	ID=gene-Baalc;Name=Baalc;origin=replace
chr11	AUGUSTUS	gene	11832253	11868128	.	+	.	ID=gene-Rrm2b;Name=Rrm2b;origin=replace
chr11	AUGUSTUS	gene	69037415	69410965	.	+	.	ID=gene-Tox;Name=Tox;origin=replace
chr12	AUGUSTUS	gene	88161125	88285779	.	-	.	ID=gene-Plb1;Name=Plb1;origin=replace
chr13	AUGUSTUS	gene	10619143	10753017	.	-	.	ID=gene-Cfap221;Name=Cfap221;origin=replace
chr13	AUGUSTUS	gene	110194255	110218051	.	+	.	ID=gene-Txndc5;Name=Txndc5;origin=replace
chr14	AUGUSTUS	gene	72360106	72414670	.	-	.	ID=gene-Tbc1d2;Name=Tbc1d2;origin=replace
chr14	AUGUSTUS	gene	108097411	108104396	.	-	.	ID=gene-Spout1;Name=Spout1;origin=replace
chr14	AUGUSTUS	gene	113145847	113182574	.	+	.	ID=gene-Ccdc187;Name=Ccdc187;origin=replace
chr16	AUGUSTUS	gene	16997248	17343427	.	+	.	ID=gene-Slc2a13;Name=Slc2a13;origin=replace
chr16	AUGUSTUS	gene	27737095	27751565	.	-	.	ID=gene-Cct2;Name=Cct2;origin=replace
chr16	AUGUSTUS	gene	42383379	42402598	.	+	.	ID=gene-Gls2;Name=Gls2;origin=replace
chr16	gmst	gene	87119412	88167972	.	+	.	ID=gene-Naaladl2;Name=Naaladl2;origin=replace
chr16	AUGUSTUS	gene	97790990	97810852	.	+	.	ID=gene-Ppp1r2;Name=Ppp1r2;origin=replace
chr16	AUGUSTUS	gene	99580120	99708309	.	+	.	ID=gene-Atp13a5;Name=Atp13a5;origin=replace
chr17	AUGUSTUS	gene	15232642	15277135	.	+	.	ID=gene-Bbs4;Name=Bbs4;origin=replace
chr17	AUGUSTUS	gene	59247477	59479041	.	-	.	ID=gene-Copg2;Name=Copg2;origin=replace
chr17	gmst	gene	63862280	64406796	.	+	.	ID=gene-Pde1c;Name=Pde1c;origin=replace
chr18	AUGUSTUS	gene	41142721	41273159	.	-	.	ID=gene-Adgb;Name=Adgb;origin=replace
chr18	AUGUSTUS	gene	49983121	50157170	.	+	.	ID=gene-Arid1b;Name=Arid1b;origin=replace
chr18	AUGUSTUS	gene	74590597	74691458	.	-	.	ID=gene-Ncoa7;Name=Ncoa7;origin=replace
chr19	AUGUSTUS	gene	17402173	17406746	.	-	.	ID=gene-Rsrp1;Name=Rsrp1;origin=replace
chr19	AUGUSTUS	gene	24590272	24618795	.	+	.	ID=gene-S100pbp;Name=S100pbp;origin=replace
chr19	AUGUSTUS	gene	37894008	37968259	.	+	.	ID=gene-Acot7;Name=Acot7;origin=replace
chr19	AUGUSTUS	gene	39627109	39648771	.	+	.	ID=gene-Cep104;Name=Cep104;origin=replace
chr19	AUGUSTUS	gene	40330587	40348277	.	+	.	ID=gene-Ttc34;Name=Ttc34;origin=replace
chr19	AUGUSTUS	gene	42827445	42873925	.	+	.	ID=gene-Ctps1;Name=Ctps1;origin=replace
chr20	gmst	gene	4686493	5036893	.	-	.	ID=gene-Tmem132b;Name=Tmem132b;origin=replace
chr20	AUGUSTUS	gene	49548556	49570157	.	-	.	ID=gene-Acsm5;Name=Acsm5;origin=replace
chr20	AUGUSTUS	gene	59744168	59823667	.	+	.	ID=gene-Asxl1;Name=Asxl1;origin=replace
chr20	gmst	gene	71376563	71396990	.	+	.	ID=gene-Sgk2;Name=Sgk2;origin=replace
chr20	AUGUSTUS	gene	72655428	72664363	.	+	.	ID=gene-Ywhab;Name=Ywhab;origin=replace
chr21	AUGUSTUS	gene	25577088	25786215	.	+	.	ID=gene-Patj;Name=Patj;origin=replace
chr22	AUGUSTUS	gene	76101721	76348361	.	-	.	ID=gene-Prkag2;Name=Prkag2;origin=replace
